what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1333392417305
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1333392453499
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1333392453567
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1333392456474
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1333392456475
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1333392457516
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1333392470709
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333392517617
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333392531697
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333392544246
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333392561998
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333392568641
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333392602698
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333392635042
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333392639541
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333392646966
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildAll",1333392655922
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333392656243
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333392693658
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333392743016
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildAll",1333392743820
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333392744209
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333392766130
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1333392781967
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1333392788061
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1333392794739
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1333392797179
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1333392799459
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1333392801019
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333392803680
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildAll",1333392804962
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333392805285
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333392816989
executed,command,de.innot.avreclipse.ui,2.4.0.201203041437,"de.innot.avreclipse.commands.uploadproject",1333392837447
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333392837927
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333392848594
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333392851213
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333392853488
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1333392854642
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1333392854643
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1333392855890
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1333392856119
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1333392856189
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1333392857932
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333392878927
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333392907592
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildAll",1333392910138
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333392910472
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333392926197
executed,command,de.innot.avreclipse.ui,2.4.0.201203041437,"de.innot.avreclipse.commands.uploadproject",1333392926322
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333392926853
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333392963561
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333392977248
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildAll",1333392978282
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333392978617
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333392999630
executed,command,de.innot.avreclipse.ui,2.4.0.201203041437,"de.innot.avreclipse.commands.uploadproject",1333393000778
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333393001364
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333393014786
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1333393034199
executed,command,de.innot.avreclipse.ui,2.4.0.201203041437,"de.innot.avreclipse.commands.uploadproject",1333393035863
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333393036293
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333393047745
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333393066182
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333393075378
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333393082475
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333393208951
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1333393220559
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1333393220630
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1333393239583
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333393242846
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333393308122
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1333393309540
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333393332597
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333393368331
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1333393456169
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.text.c.indent",1333393456468
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333393457230
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333393499222
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1333393571047
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1333393575824
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1333393575824
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1333393579430
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1333393579668
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1333393579735
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1333393600715
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1333393602042
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1333393608699
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1333393610310
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333393615594
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333393621100
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1333393626200
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1333393632788
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333393642374
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1333393644882
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1333393645110
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1333393645178
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333393661264
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1333393668653
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1333393704680
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1333393707940
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1333393708603
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333393714728
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1333393729344
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1333393732712
